"name","ppd","level","category","code","address","postcode","city","state","longitude","latitude"
"SEKOLAH KEBANGSAAN LABUK SUBUR","PPD SANDAKAN","Rendah","SK","XBA2030","BEG BERKUNCI 02","90400","SANDAKAN","SABAH","117.497310","5.710570"
"SEKOLAH KEBANGSAAN SEGALIUD","PPD SANDAKAN","Rendah","SK","XBA2033","WDT 70","90400","SANDAKAN","SABAH","117.818840","5.732290"
"SEKOLAH KEBANGSAAN SEMAWANG","PPD BELURAN","Rendah","SK","XBA2034","PETI SURAT 102","90107","BELURAN","SABAH","117.773180","5.906190"
"SEKOLAH KEBANGSAAN SIBUGAL BESAR","PPD SANDAKAN","Rendah","SK","XBA2036","BEG BERKUNCI 02","90400","SANDAKAN","SABAH","118.022340","5.921490"
"SEKOLAH KEBANGSAAN KAMPUNG SUAN LAMBA","PPD KINABATANGAN","Rendah","SK","XBA2048","WDT 22 KINABATANGAN","90200","KINABATANGAN","SABAH","118.137980","5.605730"
"SEKOLAH KEBANGSAAN SUNGAI ANIB 1","PPD SANDAKAN","Rendah","SK","XBA2049","WDT 23","90009","SANDAKAN","SABAH","118.114980","5.864020"
"SEKOLAH KEBANGSAAN KEM TENTERA","PPD SANDAKAN","Rendah","SK","XBA2050","WDT 12","90500","SANDAKAN","SABAH","118.070770","5.883660"
"SEKOLAH KEBANGSAAN SUNGAI MANILA","PPD SANDAKAN","Rendah","SK","XBA2051","WDT 117 WISMA PERSEKUTUAN","90009","SANDAKAN","SABAH","117.973190","5.942980"
"SEKOLAH KEBANGSAAN TAMBISAN","PPD LAHAD DATU","Rendah","SK","XBA2059","PETI SURAT 60288","91112","LAHAD DATU","SABAH","119.144600","5.451580"
"SEKOLAH KEBANGSAAN TANJONG ARU","PPD SANDAKAN","Rendah","SK","XBA2060","BEG BERKUNCI 02","90400","SANDAKAN","SABAH","118.159990","5.838710"
"SEKOLAH KEBANGSAAN ULU DUSUN","PPD SANDAKAN","Rendah","SK","XBA2062","PETI SURAT 2637","90729","SANDAKAN","SABAH","117.768650","5.785660"
"SEKOLAH KEBANGSAAN TANJONG PISAU","PPD SANDAKAN","Rendah","SK","XBA2066","BEG BERKUNCI NO. 02","90500","SANDAKAN","SABAH","117.983040","6.056900"
"SEKOLAH KEBANGSAAN SIPINONG","PPD SANDAKAN","Rendah","SK","XBA2069","WDT 844","90000","SANDAKAN","SABAH","118.183110","5.748820"
"SEKOLAH KEBANGSAAN SUNGAI TIRAM","PPD SANDAKAN","Rendah","SK","XBA2073","WDT 93","90500","SANDAKAN","SABAH","117.831740","5.907550"
"SEKOLAH KEBANGSAAN TANJONG BATU","PPD SANDAKAN","Rendah","SK","XBA2076","BEG BERKUNCI 02","90400","SANDAKAN","SABAH","118.157000","5.801430"
"SEKOLAH KEBANGSAAN BATU PUTIH BARU","PPD SANDAKAN","Rendah","SK","XBA2077","WDT 58","90500","SANDAKAN","SABAH","118.040560","5.913110"
"SEKOLAH KEBANGSAAN SUNGAI KAYU","PPD SANDAKAN","Rendah","SK","XBA2079","W.D.T 172","90500","SANDAKAN","SABAH","118.055517","5.907367"
"SEKOLAH KEBANGSAAN PAMAGUAN","PPD SANDAKAN","Rendah","SK","XBA2080","BEG BERKUNCI 02","90500","SANDAKAN","SABAH","118.064200","5.958010"
"SEKOLAH KEBANGSAAN PITAS","PPD SANDAKAN","Rendah","SK","XBA2081","BEG BERKUNCI 02, WISMA PERSEKUTUAN SANDAKAN","90400","SANDAKAN","SABAH","118.377660","5.799050"
"SEKOLAH KEBANGSAAN SG ANIB 2","PPD SANDAKAN","Rendah","SK","XBA2082","WDT 783","90009","SANDAKAN","SABAH","118.114940","5.863990"
"SEKOLAH KEBANGSAAN SRI TANJUNG PAPAT 2","PPD SANDAKAN","Rendah","SK","XBA2083","WDT 771","90009","SANDAKAN","SABAH","118.128980","5.848610"
"SEKOLAH KEBANGSAAN MUHIBBAH","PPD SANDAKAN","Rendah","SK","XBA2084","BATU 4,  JALAN CECILY UTARA","90000","SANDAKAN","SABAH","118.073270","5.851570"
"SEKOLAH KEBANGSAAN TERUSAN BARU","PPD SANDAKAN","Rendah","SK","XBA2085","BEG BERKUNCI 02","90400","SANDAKAN","SABAH","117.920330","5.794460"
"SEKOLAH KEBANGSAAN TAMAN RIMBA","PPD SANDAKAN","Rendah","SK","XBA2086","WDT 98","90500","SANDAKAN","SABAH","118.049610","5.884080"
"SEKOLAH KEBANGSAAN SERI MANIS","PPD SANDAKAN","Rendah","SK","XBA2087","PETI SURAT 446","90705","SANDAKAN","SABAH","117.908720","5.897620"
"SEKOLAH KEBANGSAAN KG BAHAGIA","PPD SANDAKAN","Rendah","SK","XBA2088","W.D.T. 288","90009","SANDAKAN","SABAH","118.041999","5.803961"
"SEKOLAH KEBANGSAAN MERPATI","PPD SANDAKAN","Rendah","SK","XBA2089","WDT 106 WISMA PERSEKUTUAN","90500","SANDAKAN","SABAH","118.044830","5.889500"
"SEKOLAH KEBANGSAAN KG PERTANIAN","PPD SANDAKAN","Rendah","SK","XBA2090","BEG BERKUNCI 02, WISMA PERSEKUTUAN","90500","SANDAKAN","SABAH","117.822980","5.819620"
"SEKOLAH KEBANGSAAN MAWAR","PPD SANDAKAN","Rendah","SK","XBA2091","JALAN SIBUGA","90000","SANDAKAN","SABAH","118.038760","5.841660"
"SEKOLAH KEBANGSAAN SRI MELANTA JAYA","PPD SANDAKAN","Rendah","SK","XBA2092","W.D.T 585","90009","SANDAKAN","SABAH","118.075630","5.814900"
"SEKOLAH KEBANGSAAN SUNGAI ANIB III","PPD SANDAKAN","Rendah","SK","XBA2093","BEG BERKUNCI 08","90500","SANDAKAN","SABAH","118.051010","5.855700"
"SEKOLAH KEBANGSAAN TINUSA","PPD SANDAKAN","Rendah","SK","XBA2094","WDT 141","90500","SANDAKAN","SABAH","118.070700","5.889800"
"SEKOLAH KEBANGSAAN BAWANG","PPD BELURAN","Rendah","K9","XBA2101","P/S PEJABAT PENDIDIKAN DAERAH BELURAN, PETI SURAT 27","90107","BELURAN","SABAH","117.360280","6.483950"
"SEKOLAH KEBANGSAAN PEKAN BELURAN","PPD BELURAN","Rendah","SK","XBA2102","PETI SURAT 8","90100","BELURAN","SABAH","117.556450","5.894360"
"SEKOLAH KEBANGSAAN BERAYUNG","PPD TELUPID/TONGOD","Rendah","SK","XBA2103","PETI SURAT 08, TELUPID","89320","SANDAKAN","SABAH","117.198870","5.750590"
"SEKOLAH KEBANGSAAN GOLONG","PPD BELURAN","Rendah","SK","XBA2104","PETI SURAT 27","90107","BELURAN","SABAH","117.296070","6.524780"
"SEKOLAH KEBANGSAAN WONOD","PPD TELUPID/TONGOD","Rendah","SK","XBA2105","PETI SURAT 21","89320","TELUPID","SABAH","117.068860","5.659260"
"SEKOLAH KEBANGSAAN JAMBONGAN","PPD BELURAN","Rendah","SK","XBA2106","PETI SURAT 27","90107","BELURAN","SABAH","117.497800","6.655420"
"SEKOLAH KEBANGSAAN KAINGARAN","PPD RANAU","Rendah","SK","XBA2107","BEG BERKUNCI NO 08","89308","RANAU","SABAH","116.973170","6.090120"
"SEKOLAH KEBANGSAAN KENIOGAN","PPD BELURAN","Rendah","SK","XBA2108","WDT 27","90100","BELURAN","SABAH","117.648030","6.231170"
"SEKOLAH KEBANGSAAN KIABAU","PPD TELUPID/TONGOD","Rendah","SK","XBA2109","PETI SURAT 08","89320","TELUPID","SABAH","117.223110","5.822360"
"SEKOLAH KEBANGSAAN KOLAPIS","PPD BELURAN","Rendah","SK","XBA2110","PETI SURAT 51","90107","BELURAN","SABAH","117.616600","5.896320"
"SEKOLAH KEBANGSAAN LIDONG","PPD BELURAN","Rendah","SK","XBA2111","PETI SURAT 04","90107","BELURAN","SABAH","117.409440","5.851770"
"SEKOLAH KEBANGSAAN LINGKABAU","PPD BELURAN","Rendah","SK","XBA2112","PETI SURAT 27","90107","BELURAN","SABAH","117.221410","6.162370"
"SEKOLAH KEBANGSAAN LUBANG BUAYA","PPD BELURAN","Rendah","SK","XBA2113","PETI SURAT 27","90107","BELURAN","SABAH","117.327450","6.383533"
"SEKOLAH KEBANGSAAN MALINSAU","PPD RANAU","Rendah","SK","XBA2114","BEG BERKUNCI NO. 8","89300","RANAU","SABAH","116.950940","6.160910"
"SEKOLAH KEBANGSAAN ULU MUANAD","PPD BELURAN","Rendah","SK","XBA2115","PETI SURAT 7","90107","BELURAN","SABAH","117.551540","5.849660"
"SEKOLAH KEBANGSAAN PAMOL","PPD BELURAN","Rendah","SK","XBA2116","PETI SURAT 225","90107","BELURAN","SABAH","117.392100","6.011060"
"SEKOLAH KEBANGSAAN PERANCANGAN","PPD BELURAN","Rendah","SK","XBA2117","PETI SURAT 27","90107","BELURAN","SABAH","117.351700","5.927290"
"SEKOLAH KEBANGSAAN BASAI BARU","PPD BELURAN","Rendah","SK","XBA2118","PETI SURAT 179","90107","BELURAN","SABAH","117.325760","6.057650"
"SEKOLAH KEBANGSAAN SIMPANGAN","PPD BELURAN","Rendah","SK","XBA2119","Peti Surat 27","90107","BELURAN","SABAH","117.371220","6.377440"
"SEKOLAH KEBANGSAAN MALALIN","PPD BELURAN","Rendah","SK","XBA2120","PETI SURAT 27","90107","BELURAN","SABAH","117.473140","6.748790"
"SEKOLAH KEBANGSAAN SUALOK","PPD BELURAN","Rendah","SK","XBA2121","WDT 26","90109","BELURAN","SABAH","117.380460","5.877610"
"SEKOLAH KEBANGSAAN SUNGAI NANGKA","PPD BELURAN","Rendah","SK","XBA2122","PETI SURAT 38","90107","BELURAN","SABAH","117.576160","5.834870"
"SEKOLAH KEBANGSAAN SUNGAI SAPI","PPD BELURAN","Rendah","SK","XBA2123","PETI SURAT 24","90107","BELURAN","SABAH","117.416450","5.774490"
"SEKOLAH KEBANGSAAN SUNGAI-SUNGAI","PPD BELURAN","Rendah","SK","XBA2124","PETI SURAT 27","90107","BELURAN","SABAH","117.369950","6.251280"
"SEKOLAH KEBANGSAAN TAGAS-TAGAS","PPD BELURAN","Rendah","SK","XBA2125","PETI SURAT 178","90108","BELURAN","SABAH","117.403940","5.976030"
"SEKOLAH KEBANGSAAN TANJUNG NIPIS","PPD BELURAN","Rendah","SK","XBA2126","PETI SURAT 27","90107","BELURAN","SABAH","117.427390","6.433980"
"SEKOLAH KEBANGSAAN TELUPID","PPD TELUPID/TONGOD","Rendah","SK","XBA2127","PETI SURAT 4","89300","TELUPID","SABAH","117.093760","5.623390"
"SEKOLAH KEBANGSAAN TERUSAN SUGUT","PPD BELURAN","Rendah","SK","XBA2128","PETI SURAT 27","90107","BELURAN","SABAH","117.696910","6.420230"
"SEKOLAH KEBANGSAAN TETABUAN","PPD BELURAN","Rendah","SK","XBA2129","PETI SURAT 18","90107","BELURAN","SABAH","117.699610","6.024230"
"SEKOLAH KEBANGSAAN BUIS","PPD TELUPID/TONGOD","Rendah","SK","XBA2130","PETI SURAT 08","89320","TELUPID","SABAH","117.210640","5.727890"
"SEKOLAH KEBANGSAAN KABULUH","PPD BELURAN","Rendah","SK","XBA2131","PETI SURAT 27","90107","BELURAN","SABAH","117.386630","6.398300"
"SEKOLAH KEBANGSAAN TAMPAT","PPD BELURAN","Rendah","SK","XBA2132","PETI SURAT 27","90107","BELURAN","SABAH","117.424270","6.292870"
"SEKOLAH KEBANGSAAN MAIDAN","PPD BELURAN","Rendah","SK","XBA2133","PETI SURAT 27","90107","BELURAN","SABAH","117.315567","6.110517"
"SEKOLAH KEBANGSAAN OBAH","PPD BELURAN","Rendah","SK","XBA2134","PETI SURAT 27","90107","BELURAN","SABAH","117.555980","6.501070"
"SEKOLAH KEBANGSAAN KAWIYAN SUGUT","PPD RANAU","Rendah","SK","XBA2135","BEG BERKUNCI NO 8","89300","RANAU","SABAH","116.941517","6.071450"
"SEKOLAH KEBANGSAAN BUKIT BESI","PPD BELURAN","Rendah","SK","XBA2136","WDT 15","90109","BELURAN","SABAH","117.524670","5.982990"
"SEKOLAH KEBANGSAAN GABUNGAN","PPD TELUPID/TONGOD","Rendah","SK","XBA2137","PETI SURAT 07","89300","SANDAKAN","SABAH","117.026010","5.661810"
"SEKOLAH KEBANGSAAN BOTITION","PPD BELURAN","Rendah","SK","XBA2138","PETI SURAT 110, BELURAN","90100","BELURAN","SABAH","117.343760","6.042360"
"SEKOLAH KEBANGSAAN TANGKUNGON","PPD TELUPID/TONGOD","Rendah","SK","XBA2139","PETI SURAT 06","89320","TELUPID","SABAH","117.201690","5.658950"
"SEKOLAH KEBANGSAAN MANGKAPOH","PPD RANAU","Rendah","SK","XBA2140","BEG BERKUNCI NO. 8","89300","RANAU","SABAH","116.959610","6.119140"
"SEKOLAH KEBANGSAAN KARAGASAN","PPD RANAU","Rendah","SK","XBA2141","BEG BERKUNCI NO. 8","89300","RANAU","SABAH","117.009620","6.114590"
"SEKOLAH KEBANGSAAN NANGOH","PPD BELURAN","Rendah","SK","XBA2142","PETI SURAT 34","90107","BELURAN","SABAH","117.330580","5.950300"
"SEKOLAH KEBANGSAAN BALABAN JAYA","PPD BELURAN","Rendah","SK","XBA2143","WDT 17","90109","BELURAN","SABAH","117.609220","5.819700"
"SEKOLAH KEBANGSAAN ULU SAPI","PPD TELUPID/TONGOD","Rendah","SK","XBA2144","PETI SURAT 115","89320","TELUPID","SABAH","117.384770","5.739820"
"SEKOLAH KEBANGSAAN ABUAN","PPD BELURAN","Rendah","SK","XBA2147","PETI SURAT 27","90107","BELURAN","SABAH","117.109433","6.239983"
"SEKOLAH KEBANGSAAN PANTAI BORING","PPD BELURAN","Rendah","SK","XBA2148","PETI SURAT 27","90107","BELURAN","SABAH","117.628840","6.390500"
"SEKOLAH KEBANGSAAN MOYNOD","PPD BELURAN","Rendah","SK","XBA2149","WDT 1","90109","BELURAN","SABAH","117.610190","5.743320"
"SEKOLAH KEBANGSAAN SERI PAGI","PPD BELURAN","Rendah","SK","XBA2150","PETI SURAT27","90107","BELURAN","SABAH","117.516000","5.810660"
"SEKOLAH KEBANGSAAN PEKAN TELUPID","PPD TELUPID/TONGOD","Rendah","SK","XBA2151","PETI SURAT 03","89320","TELUPID","SABAH","117.131930","5.631100"
"SEKOLAH KEBANGSAAN BINTANG MAS","PPD TELUPID/TONGOD","Rendah","SK","XBA2152","PETI SURAT 08","89300","TELUPID","SABAH","117.402280","5.757570"
"SEKOLAH KEBANGSAAN JAYA BAKTI","PPD BELURAN","Rendah","SK","XBA2153","PETI SURAT 27","90107","BELURAN","SABAH","117.707960","5.759390"
"SEKOLAH KEBANGSAAN PINANGKAU","PPD BELURAN","Rendah","SK","XBA2154","P/S 27","90107","BELURAN","SABAH","117.336670","6.533890"
"SEKOLAH KEBANGSAAN SUNGAI NAFAS","PPD BELURAN","Rendah","SK","XBA2155","PETI SURAT 27","90107","BELURAN","SABAH","117.582420","5.886870"
"SEKOLAH KEBANGSAAN TANGKARASON","PPD BELURAN","Rendah","SK","XBA2156","PETI SURAT 27","90107","BELURAN","SABAH","117.369010","6.504010"
"SEKOLAH KEBANGSAAN LIMAU-LIMAU","PPD BELURAN","Rendah","SK","XBA2157","PETI SURAT 27","90107","BELURAN","SABAH","117.420640","6.749930"
"SEKOLAH KEBANGSAAN BINSULUNG","PPD BELURAN","Rendah","SK","XBA2158","PETI SURAT 27","90107","BELURAN","SABAH","117.317160","6.279190"
"SEKOLAH KEBANGSAAN MONOPOD","PPD BELURAN","Rendah","SK","XBA2159","PETI SURAT 27","90107","BELURAN","SABAH","117.105983","6.106350"
"SEKOLAH KEBANGSAAN MATANGGAL BELURAN","PPD BELURAN","Rendah","SK","XBA2160","PETI SURAT  27","90107","BELURAN","SABAH","117.188333","6.294722"
"SEKOLAH KEBANGSAAN ABAI","PPD KINABATANGAN","Rendah","SK","XBA2201","WDT 22","90200","KINABATANGAN","SABAH","118.383620","5.687770"
"SEKOLAH KEBANGSAAN BALAT","PPD KINABATANGAN","Rendah","SK","XBA2202","W.D.T 22","90200","KINABATANGAN","SABAH","117.618220","5.320930"
"SEKOLAH KEBANGSAAN BATU PUTEH","PPD KINABATANGAN","Rendah","SK","XBA2203","WDT 312","90200","SANDAKAN","SABAH","117.939380","5.420690"
"SEKOLAH KEBANGSAAN BILIT","PPD KINABATANGAN","Rendah","SK","XBA2204","WDT 22 KOTA KINABATANGAN","90200","KOTA KINABATANGAN","SABAH","118.208170","5.497860"
"SEKOLAH KEBANGSAAN SRI GANDA","PPD KINABATANGAN","Rendah","SK","XBA2205","WDT 22 KOTA KINABATANGAN","90200","SANDAKAN","SABAH","118.560770","5.506240"
"SEKOLAH KEBANGSAAN INARAD","PPD TELUPID/TONGOD","Rendah","SK","XBA2206","PETI SURAT 08","89300","TELUPID","SABAH","116.856950","5.005520"
"SEKOLAH KEBANGSAAN KERAMUAK","PPD TELUPID/TONGOD","Rendah","SK","XBA2207","PETI SURAT 08","89300","SANDAKAN","SABAH","117.211130","5.283060"
"SEKOLAH KEBANGSAAN KUAMUT","PPD KINABATANGAN","Rendah","SK","XBA2208","WDT 22 KINABATANGAN","90200","SANDAKAN","SABAH","117.490950","5.223330"
"SEKOLAH KEBANGSAAN LANGKABONG","PPD TELUPID/TONGOD","Rendah","SK","XBA2209","PETI SURAT 112","89320","TELUPID","SABAH","116.950050","5.460160"
"SEKOLAH KEBANGSAAN BUKIT GARAM","PPD KINABATANGAN","Rendah","SK","XBA2210","WDT 13","90200","SANDAKAN","SABAH","117.836050","5.493840"
"SEKOLAH KEBANGSAAN MASAUM","PPD TELUPID/TONGOD","Rendah","SK","XBA2211","PETI SURAT 08","89320","TELUPID","SABAH","116.760870","5.257810"
"SEKOLAH KEBANGSAAN MINUSUH","PPD TELUPID/TONGOD","Rendah","SK","XBA2212","PETI SURAT 08","89300","TONGOD TELUPID","SABAH","116.856490","5.346460"
"SEKOLAH KEBANGSAAN PENANGAH","PPD TELUPID/TONGOD","Rendah","SK","XBA2213","PETI SURAT 8","89320","TELUPID","SABAH","116.834190","5.212390"
"SEKOLAH KEBANGSAAN MENGKAWAGO","PPD TELUPID/TONGOD","Rendah","SK","XBA2214","PETI SURAT 08","89300","TELUPID","SABAH","116.799900","5.240590"
"SEKOLAH KEBANGSAAN SUKAU","PPD KINABATANGAN","Rendah","SK","XBA2215","WDT 198","90200","KINABATANGAN","SABAH","118.291480","5.509320"
"SEKOLAH KEBANGSAAN TAMPASAK","PPD TELUPID/TONGOD","Rendah","SK","XBA2216","PETI SURAT 08","89300","TELUPID","SABAH","116.880730","5.287060"
"SEKOLAH KEBANGSAAN MENANAM","PPD TELUPID/TONGOD","Rendah","SK","XBA2217","PETI SURAT 08","89300","TELUPID","SABAH","116.881540","5.419570"
"SEKOLAH KEBANGSAAN TUNDUN BOHANGIN","PPD KINABATANGAN","Rendah","SK","XBA2218","W.D.T 22","90200","KOTA KINABATANGAN","SABAH","118.588510","5.594860"
"SEKOLAH KEBANGSAAN SUNGAI LOKAN","PPD KINABATANGAN","Rendah","SK","XBA2219","WDT 58","90200","SANDAKAN","SABAH","117.744167","5.440600"
"SEKOLAH KEBANGSAAN KENANG-KENANGAN","PPD TELUPID/TONGOD","Rendah","SK","XBA2220","PETI SURAT 08","89320","TELUPID","SABAH","117.256320","5.302110"
"SEKOLAH KEBANGSAAN ENTILIBON","PPD TELUPID/TONGOD","Rendah","SK","XBA2221","PETI SURAT 05","89320","TELUPID","SABAH","117.043890","5.527740"
"SEKOLAH KEBANGSAAN SANGAU","PPD KINABATANGAN","Rendah","SK","XBA2222","WDT 22","90200","KOTA KINABATANGAN","SABAH","117.722420","5.391540"
"SEKOLAH KEBANGSAAN BUANG SAYANG","PPD KINABATANGAN","Rendah","SK","XBA2225","W.D.T.  37","90200","KINABATANGAN","SABAH","117.824350","5.510130"
"SEKOLAH KEBANGSAAN DESA PERMAI","PPD KINABATANGAN","Rendah","SK","XBA2226","W.D.T 22 KG. DESA PERMAI","90200","KOTA KINABATANGAN","SABAH","117.496970","5.232720"
"SEKOLAH KEBANGSAAN SOGO-SOGO","PPD TELUPID/TONGOD","Rendah","SK","XBA2227","PETI SURAT 08","89320","TELUPID","SABAH","116.963020","5.379100"
"SEKOLAH KEBANGSAAN PARIS","PPD KINABATANGAN","Rendah","SK","XBA2228","WDT 72","90200","SANDAKAN","SABAH","117.953020","5.358560"
"SEKOLAH KEBANGSAAN LINAYUKAN","PPD TELUPID/TONGOD","Rendah","SK","XBA2229","PETI SURAT 151","89320","TELUPID","SABAH","117.008210","5.499950"
"SEKOLAH KEBANGSAAN MALIAU","PPD TELUPID/TONGOD","Rendah","SK","XBA2230","PETI SURAT 08","89300","TELUPID","SABAH","116.848810","5.395800"
"SEKOLAH KEBANGSAAN LADANG SUNGAI BENDERA","PPD KINABATANGAN","Rendah","SK","XBA2231","W.D.T. 22 KOTA KINABATANGAN","90200","KINABATANGAN","SABAH","118.478550","5.508990"
"SEKOLAH KEBANGSAAN SAGUON","PPD TELUPID/TONGOD","Rendah","SK","XBA2232","PETI SURAT 08","89320","TELUPID","SABAH","116.838250","5.255180"
"SEKOLAH KEBANGSAAN SAPAGAYA","PPD KINABATANGAN","Rendah","SK","XBA2233","WDT 22 KINABATANGAN","90714","SANDAKAN","SABAH","118.020080","5.580050"
"SEKOLAH KEBANGSAAN JAYA BARU","PPD KINABATANGAN","Rendah","SK","XBA2234","WDT 22","90200","SANDAKAN","SABAH","117.867160","5.577600"
"SEKOLAH KEBANGSAAN KOTA KINABATANGAN","PPD KINABATANGAN","Rendah","SK","XBA2236","WDT89","90200","KINABATANGAN","SABAH","117.836960","5.590860"
"SEKOLAH KEBANGSAAN SANDAU","PPD KINABATANGAN","Rendah","SK","XBA2237","PETI SURAT 60449","91114","LAHAD DATU","SABAH","118.098150","5.207090"
"SEKOLAH KEBANGSAAN KIANDONGO","PPD TELUPID/TONGOD","Rendah","SK","XBA2238","PETI SURAT 08","89320","TELUPID","SABAH","116.962980","5.306340"
"SEKOLAH KEBANGSAAN SINAR JAYA","PPD KINABATANGAN","Rendah","SK","XBA2239","WDT 68","90200","KINABATANGAN","SABAH","117.857230","5.512260"
"SEKOLAH KEBANGSAAN LITANG","PPD KINABATANGAN","Rendah","SK","XBA2240","WDT22","90200","KINABATANGAN","SABAH","118.498770","5.327450"
"SEKOLAH KEBANGSAAN PARIS 3","PPD KINABATANGAN","Rendah","SK","XBA2241","WDT 218","9O200","KINABATANGAN","SABAH","118.057630","5.253710"
"SEKOLAH KEBANGSAAN SENTOSA JAYA","PPD KINABATANGAN","Rendah","SK","XBA2242","WDT 227","90200","SANDAKAN","SABAH","117.954340","5.510970"
"SEKOLAH KEBANGSAAN TIDUNG/TABIN","PPD KINABATANGAN","Rendah","SK","XBA2243","WDT 22","90200","SANDAKAN","SABAH","118.721780","5.387040"
"SEKOLAH KEBANGSAAN IMBAK","PPD TELUPID/TONGOD","Rendah","SK","XBA2244","PETI SURAT 08","89320","TELUPID","SABAH","117.089660","5.278850"
"SEKOLAH KEBANGSAAN KIRONGGU","PPD TELUPID/TONGOD","Rendah","SK","XBA2245","PETI SURAT 08","89320","TELUPID","SABAH","116.977410","5.561230"
"SEKOLAH KEBANGSAAN SINGGAH MANIS","PPD KINABATANGAN","Rendah","SK","XBA2246","WDT 22 KINABATANGAN","90200","KINABATANGAN","SABAH","117.821290","5.535980"
"SEKOLAH KEBANGSAAN ULU ANSUAN","PPD TELUPID/TONGOD","Rendah","SK","XBA2247","PETI SURAT 08","89320","TELUPID","SABAH","117.173530","5.746030"
"SEKOLAH KEBANGSAAN KOPURON","PPD TELUPID/TONGOD","Rendah","SK","XBA2248","PETI SURAT 08","89320","TELUPID","SABAH","117.006490","5.651530"
"SEKOLAH KEBANGSAAN BUKIT GARAM II","PPD KINABATANGAN","Rendah","SK","XBA2249","WDT 299","90200","KINABATANGAN","SABAH","117.837560","5.579150"
"SEKOLAH KEBANGSAAN BATU 22 BALUNG","PPD TAWAU","Rendah","SK","XBA3001","PETI SURAT 61474","91024","TAWAU","SABAH","118.086810","4.321290"
"SEKOLAH KEBANGSAAN DESA SUBUR","PPD TAWAU","Rendah","SK","XBA3002","PETI SURAT 60904","91019","TAWAU","SABAH","117.819982","4.442265"
"SEKOLAH KEBANGSAAN ANDRASSY","PPD TAWAU","Rendah","SK","XBA3003","PETI SURAT 679","91008","TAWAU","SABAH","118.027460","4.316540"
"SEKOLAH KEBANGSAAN BALUNG","PPD TAWAU","Rendah","SK","XBA3004","PETI SURAT 696","91008","TAWAU","SABAH","118.110650","4.394890"
"SEKOLAH KEBANGSAAN BATU PAYONG","PPD TAWAU","Rendah","SK","XBA3005","PETI SURAT 60804","91018","TAWAU","SABAH","117.997050","4.223400"
"SEKOLAH KEBANGSAAN BERGOSONG","PPD TAWAU","Rendah","SK","XBA3006","PETI SURAT 499","91007","TAWAU","SABAH","117.788560","4.204630"
"SEKOLAH KEBANGSAAN BUKIT QUOIN","PPD TAWAU","Rendah","SK","XBA3007","PETI SURAT 60468","91014","TAWAU","SABAH","118.038290","4.389510"
"SEKOLAH KEBANGSAAN BLOK 31","PPD TAWAU","Rendah","SK","XBA3008","PETI SURAT 60647","91016","TAWAU","SABAH","118.067417","4.298050"
"SEKOLAH KEBANGSAAN UMAS-UMAS","PPD TAWAU","Rendah","SK","XBA3009","PETI SURAT 60911","91019","TAWAU","SABAH","117.661450","4.475100"
"SEKOLAH KEBANGSAAN INDERSABAH","PPD TAWAU","Rendah","SK","XBA3018","PETI SURAT 891","91008","TAWAU","SABAH","118.172190","4.298370"
"SEKOLAH KEBANGSAAN KALABAKAN","PPD TAWAU","Rendah","SK","XBA3019","PETI SURAT 60840","91018","TAWAU","SABAH","117.497590","4.400870"
"SEKOLAH KEBANGSAAN KEM KABOTA","PPD TAWAU","Rendah","SK","XBA3020","PETI SURAT 1196","91036","TAWAU","SABAH","117.918770","4.262390"
"SEKOLAH KEBANGSAAN KINABUTAN BESAR","PPD TAWAU","Rendah","SK","XBA3021","PETI SURAT 763","91008","TAWAU","SABAH","117.962760","4.254480"
"SEKOLAH KEBANGSAAN KUALA APAS","PPD TAWAU","Rendah","SK","XBA3022","PETI SURAT 61843","91028","TAWAU","SABAH","118.068840","4.263770"
"SEKOLAH KEBANGSAAN KUALA MEROTAI","PPD TAWAU","Rendah","SK","XBA3023","PETI SURAT 60285","91012","TAWAU","SABAH","117.756880","4.421900"
"SEKOLAH KEBANGSAAN MENTADAK BARU","PPD TAWAU","Rendah","SK","XBA3030","PETI SURAT 884","91008","TAWAU","SABAH","117.673710","4.260800"
"SEKOLAH KEBANGSAAN MEROTAI BESAR","PPD TAWAU","Rendah","SK","XBA3032","PETI SURAT 572","91008","TAWAU","SABAH","117.775490","4.419110"
"SEKOLAH KEBANGSAAN RANGGU","PPD TAWAU","Rendah","SK","XBA3037","PETI SURAT 842","91008","TAWAU","SABAH","117.989510","4.294590"
"SEKOLAH KEBANGSAAN SERUDONG BARU","PPD TAWAU","Rendah","SK","XBA3039","PETI SURAT 885","91008","TAWAU","SABAH","118.039610","4.327350"
"SEKOLAH KEBANGSAAN SUNGAI HJ MATAHIR","PPD TAWAU","Rendah","SK","XBA3046","PETI SURAT 781","91008","TAWAU","SABAH","117.820800","4.359870"
"SEKOLAH KEBANGSAAN SUNGAI IMAM","PPD TAWAU","Rendah","SK","XBA3047","PETI SURAT 554","91008","TAWAU","SABAH","117.840190","4.313740"
"SEKOLAH KEBANGSAAN PANGLIMA HABIBULLAH","PPD TAWAU","Rendah","SK","XBA3048","PETI SURAT 821","91008","TAWAU","SABAH","117.846730","4.184400"
"SEKOLAH KEBANGSAAN SUNGAI TONGKANG","PPD TAWAU","Rendah","SK","XBA3049","WDT 296","91009","TAWAU","SABAH","117.775850","4.218340"
